"client_id","full_name","email","membership_type","join_date"
"8c0df5fb-8d09-4350-97df-a5111f09fb2d",Walter Paul,brandon52@example.com,Standard,2021-08-02
e6b2b749-65f2-44b5-90f1-a1116bae5d33,Darryl Robertson,angela30@example.org,Basic,2023-06-01
"36145529-fad6-435c-beb2-6a1c714c94f6",Mark Nelson,ballardsamuel@example.net,Standard,2021-12-15
d1db984e-ad01-4037-884c-029501d23ec6,Nancy Reynolds,yjoyce@example.net,Basic,2024-03-18
"216b9dae-f81b-4181-95ff-852e55919cc8",Ashley Kane,jamie33@example.com,Premium,2026-03-02
"8e4feb98-3af6-40e1-bf4b-dbe9a1d6327c",Randall Dixon,john96@example.org,Basic,2022-02-04
"269565db-2069-45b7-a30d-05c2a8b8ae97",Jennifer Gonzales,qbarber@example.org,Premium,2021-12-12
"219a36e2-f9f8-4873-977a-270b5718c808",Julie Cook,patricia48@example.net,Standard,2022-05-02
caeb5310-3e8e-4a25-9c4c-90901a3eec89,James Jones,candice94@example.net,Premium,2023-07-31
f898f32e-f7e2-4a1c-95e7-81f30f44060a,Brian Wright,millerlogan@example.com,Premium,2026-01-15
"22f099f2-fd0a-4945-b213-73d78947ec01",Darryl Flowers,walkerjoseph@example.net,Premium,2023-10-20
"28ebcf09-3afb-4c1a-a324-5c063f2e2e3e",David Rowland,gbradley@example.com,Basic,2022-08-16
fa90b55c-ce56-46f5-930e-2b86652b01c0,Michael Payne,snydermicheal@example.net,Standard,2026-03-11
d1715b16-f56b-4bfa-a6aa-b8f03ef82e87,Grace Perez,hoffmandesiree@example.net,Premium,2026-01-29
a36092b4-f87a-4f71-8adf-b00a88adb88a,Erica Pugh,jeffreypratt@example.com,Standard,2022-11-12
"471096bb-ea2d-4e9b-b3c7-da0717680043",Ms. Laurie Foster,uwhitaker@example.org,Basic,2022-06-24
"54926fcc-7e55-4e49-96bc-5dd1973a75d0",Kathryn Landry,jessica92@example.net,Premium,2026-05-25
"39bbc2c0-8714-4ac0-9350-30fefef271d2",Joshua Alvarez,qstevens@example.org,Standard,2022-03-24
a2206956-062d-4e58-9a1f-429aa448a1d6,Jonathan Hughes,weissshannon@example.net,Premium,2025-01-17
c224876b-b4a9-42f0-a6d3-0c62888ccbc8,Mrs. Amy Duncan,matthewzamora@example.org,Premium,2024-09-27
"40e554bc-d00c-451b-9051-680e6e65cfcf",Brianna Williams MD,williamskelly@example.org,Basic,2025-02-28
fdd88bb3-c9e3-47bb-ac3f-3dbce8c4d403,Gary Cox,williamscynthia@example.net,Basic,2022-05-06
bab447b7-3aab-45ef-9033-52ff0949fc12,Thomas Nunez,xramos@example.org,Premium,2026-04-21
ad58caad-71d6-4a49-ab9b-d556ab87fc7e,Michael Price,lorijackson@example.com,Premium,2024-06-13
"48c59fea-baf7-446c-bf1e-7387c90fea27",Regina Bryant,jeremy88@example.net,Basic,2023-03-12
d10c4739-f218-4f7e-97e6-a57680fd1ed2,Robert Weeks,sarahwallace@example.net,Standard,2023-09-11
"5a258c98-0f85-4a44-9820-9d7e4c533277",Christopher Valencia,aprilanderson@example.com,Standard,2023-02-01
"176284e4-9695-4ac6-9a93-749bae0b639c",Danny Beck,saraanderson@example.com,Basic,2024-08-25
"748ad683-7b05-4b00-8b97-b1a2ab9c6be9",Heather Lindsey,adamtaylor@example.org,Standard,2023-04-06
"807ec1c2-0c7f-4358-ac1c-b632b70f74f8",Alisha Holland,bbrown@example.org,Premium,2025-06-08
ea4ea126-d8ea-4457-ae9e-2e386fdad6cf,Kathleen Garcia,kathyrobinson@example.com,Basic,2025-08-20
bc53376e-b2bd-4cb9-adfc-20b55cfde9e1,Sara Martinez,johnsonelizabeth@example.org,Premium,2025-04-30
"624612d3-f5ac-4609-9bbf-073176cae716",Sheila Serrano MD,melissa80@example.org,Basic,2024-08-22
"646c1fa7-644f-4f55-a172-edcab713fb6b",Caleb Austin,robertblackwell@example.org,Basic,2025-07-25
bfb54efb-eeb1-4a41-b964-07554edc8ce3,Brandon Peters,dianemills@example.net,Basic,2025-01-22
b6ca751f-4aff-4358-beb3-7638cfd2deb1,Jenny Hicks,jeffrey14@example.com,Standard,2023-04-12
"2b4d7c0b-7208-4ae3-8fff-cfc9b280b2f9",Loretta Estes,lorettafields@example.org,Standard,2021-09-15
"8e694d2b-bd7e-46c6-9199-388a1873cb11",Deborah Jackson,jasonblevins@example.org,Basic,2023-05-16
"3e02c4fc-5ab4-43d7-b5ed-05873e416739",Frank White,marshallkaren@example.net,Basic,2022-08-27
"6926d03c-d325-46fd-8311-00d816207dbd",Austin Flynn Jr.,jillcardenas@example.com,Basic,2025-04-20
ddb27bec-1ff8-4180-8497-0986a0084703,Lawrence Skinner,andrewsmith@example.org,Standard,2022-04-20
e669900d-6b6d-41ba-be32-d35cbd5b8e89,Joshua Warren,kristinhenderson@example.com,Basic,2025-08-14
"9ebea025-07a4-4ea8-b3cc-526eb9cce980",Travis Atkins,kevin77@example.net,Basic,2026-06-02
fa8ddc25-acf3-4866-abbd-286c2fca0fa7,Kelly Spence,gilbert90@example.org,Basic,2024-06-16
"5162d35f-5587-4c1a-a86b-966b27c7a9b3",Michael Osborne,xreed@example.net,Premium,2021-09-27
a83dcab7-25f6-4953-ac90-7f920f370604,Corey King,estradaadrian@example.net,Basic,2023-09-10
"6cf39288-08b7-4004-aaba-e99d3db0f14d",Gregory Delgado,kgamble@example.com,Standard,2023-08-13
ce9351fe-b718-44bc-9e3a-29f216156567,Dana Reilly,kristenjefferson@example.net,Basic,2024-08-09
"59749d0c-111e-42d9-a656-18ea64b3d746",Mikayla Mendez,nsullivan@example.com,Standard,2022-02-16
"22ae2f87-c4b7-4f0a-8794-577001b88d4f",Mr. John Wilson Jr.,holly93@example.com,Basic,2023-12-31
"795f3ed1-58c7-48e9-85f4-f0d63d17dc8e",Alexis Neal,aaron52@example.org,Premium,2024-11-05
ff513020-eb7d-4f6c-a58c-8d021b0e54b2,Kimberly Strickland,cassandra71@example.org,Basic,2021-07-24
"8d5255dd-970c-4dff-88fc-59c18ef89244",Kimberly Floyd,amymoore@example.org,Standard,2025-12-02
"77d9f9cb-14c8-4fb5-8407-960e2d7279b1",William Cooper,jeremiah16@example.com,Standard,2022-08-05
"99f94135-bbbb-4020-8868-36a975f4a83f",Danielle Holland,edward02@example.net,Standard,2024-09-05
"449fd925-eed9-4559-a568-34626c4add27",Monique Carr,ehunter@example.com,Standard,2024-06-13
da49053e-b342-412e-b37b-940f27606451,Pamela Hayes,johnwallace@example.org,Standard,2022-03-22
b8bc2281-16d8-402a-b91d-cd8a44b97b87,Amy Douglas,julie57@example.org,Standard,2023-10-13
faf981f8-22fc-4a43-addb-fb58157b7a2c,Maria Wright,pgardner@example.net,Basic,2024-05-22
f54c192e-1f65-459e-b8ff-051aa1a678a3,John Bailey,terrileonard@example.org,Standard,2022-01-28
"8f744294-c5e1-4c66-9976-4baf9347009f",Ronald Smith,janebenton@example.com,Basic,2023-01-28
"85ca1650-7c3f-4bb2-969b-2d016bafc2ab",Eric Blake,rodriguezchristopher@example.com,Premium,2026-01-04
"36b56e78-eb9a-4a07-b13d-38abe3d3006b",Melissa Moore,nharris@example.com,Standard,2024-12-03
"4ed76cf5-5a9b-45bc-84dd-872af9a6503c",Timothy Palmer,rgonzales@example.org,Standard,2025-03-29
"0a516692-7b03-49bc-9340-09376a4998c8",Laura Smith,knightchristopher@example.net,Premium,2022-04-23
"27f77ea1-0533-4967-bc47-12b3e9a92dd0",Peter Johnson,robertcole@example.org,Standard,2024-09-17
ea190e36-2cd7-414f-9fbe-f7514333569b,Stephen Castillo,jeremymartin@example.com,Basic,2025-07-07
"6c5e2518-fb20-48fb-a933-1041ca15d127",Jeremy Smith,mfry@example.net,Basic,2021-09-16
"223f0f28-95cd-4193-829f-2c9dcf4e9cbb",Adam Estrada,torresrachel@example.org,Standard,2023-03-20
a420ed66-9d13-444b-ae66-8cc52da87143,Joshua Mcdowell,vpowers@example.net,Standard,2025-12-18
"26ceb94e-d0df-432f-9533-2c2fca16f0d5",Jill Cook,evanswayne@example.com,Standard,2022-12-08
e0213201-b736-4001-9c69-1115de811a55,Tabitha Hebert,dennisedwards@example.net,Basic,2022-08-25
"51cfc06e-6086-4d72-9832-5084faaaf519",Darius Taylor,jamie74@example.com,Premium,2022-02-23
c81e2aa8-9110-416e-8813-f919eeb38bcf,Charles Romero,wendy09@example.com,Basic,2023-02-05
a2697b5f-2e69-4b7b-9cf4-3fdad5609f99,Ruth Jackson,gpeterson@example.org,Premium,2024-12-31
"1293750b-7047-43a9-8bf9-e280ea2f8d5b",Darius Wang,lewisderek@example.com,Standard,2025-01-07
f1d9b72c-eb78-4225-86af-c75dc111bf7d,Katrina Contreras,bingram@example.org,Standard,2022-06-18
f567240b-04af-4e66-b8a8-f110ec91a859,Alexis Ryan,scott87@example.com,Standard,2024-12-19
c4834acf-1d27-4034-9bcf-fb5a79d0e7a7,John Smith,linda21@example.com,Standard,2025-09-28
d98244bc-3274-465c-b82c-e0eaf4dcf5bf,Leah Anderson,brittanysmith@example.com,Basic,2024-03-24
"907780ed-6d55-4ebf-b9f9-70332c72e1aa",Heather Williams,wagnerdanielle@example.net,Premium,2025-09-06
"0d74f51e-17b2-4ab3-bf26-8ca14a8e6cb2",Robert Graham,cdavidson@example.org,Basic,2024-08-03
"44a3af39-4e25-456e-8259-b40a428967a0",Jennifer Pollard,lcarpenter@example.org,Standard,2022-05-09
f39b6d76-a9e6-41be-a99b-12740cc214f9,Mathew Valentine,mlee@example.com,Basic,2025-08-21
"6cc1f520-cb13-45bd-b68f-543be23d1a11",Bradley Bell,stewartjennifer@example.org,Basic,2026-02-09
"44426f0e-e0d6-4ea2-adf1-f9861f8b8a19",Michael Gates,kleinamanda@example.org,Standard,2022-04-06
b966ce3d-fb64-4391-88d0-18b679b62a71,Ashley Jacobs,tinafields@example.com,Premium,2024-05-20
"18c97720-8dbf-4401-804b-844bd3333891",Shari Fernandez,ramseymichael@example.net,Basic,2022-01-20
"4215cb2c-4ced-444b-80d0-d1a8266d3686",Daniel Fitzgerald,becktanya@example.com,Basic,2022-10-13
"58bf010c-e8a8-4a1b-873b-0e1054946830",Austin Herring,gary76@example.org,Premium,2021-11-10
f88eaa8f-3ae8-44f3-919f-da668b611ae5,Peter Hall,bartlettjames@example.com,Premium,2022-10-03
a0b86ad5-2f09-480a-9c42-afd4674d33b5,Haley Mills,lance11@example.com,Premium,2023-11-16
"36738616-643a-42f5-b1b7-586c6925aba6",Susan Meyer,donna17@example.org,Premium,2022-04-03
"9112cb28-acc4-42b4-9389-95fb295a6efb",Theresa Adams,joansmith@example.org,Basic,2025-11-26
"74d3d5e2-5077-4385-bd21-b1b85a7202a1",Michael Washington,sara42@example.net,Standard,2024-06-30
c8077f21-599c-42b9-acbd-aadbed358641,David West,mckenziekaren@example.com,Basic,2023-03-22
a499b22a-b320-4d59-8a77-022213123403,Morgan White,hollowaycody@example.net,Standard,2024-03-11
"996d8f41-82d0-4247-b13a-2fd12e0de2b0",Paul Curtis,fergusonevelyn@example.com,Premium,2026-03-10
e51576c6-b050-4599-9682-295b176d4cb0,Richard Elliott,joe58@example.com,Premium,2022-09-23
be84b37a-507f-4425-ad0f-251fa9dbfb1d,Alexis Baker,jenniferwolf@example.net,Standard,2022-06-28
d73b8f10-ec6d-4c7c-a25a-56fb4d9eec6f,Adrian Wolf,vmendez@example.org,Basic,2022-12-31
"5898349b-5689-4b32-af5a-f73d2c54d751",Angel Thomas,shafferrachel@example.com,Basic,2025-06-20
aa7fc5d8-65a6-4bc7-9182-ff6453837f9c,Nicholas Green,cassandra59@example.org,Premium,2021-09-24
"1df953a1-4d2f-4b17-b5e0-f0f158c73590",Jacob Poole,kelly05@example.net,Basic,2021-11-13
f0946ffd-794a-4cfd-8f90-0947db9fdb72,Bryce Webb,bgregory@example.net,Premium,2024-08-02
"99a47cd1-761a-41fe-b2a1-1eb12b0f9880",Jennifer Garcia,huntercarter@example.net,Basic,2025-04-23
fb664042-e32b-404c-a184-6fb174bcdc21,Alicia Jones,robertboyer@example.org,Basic,2021-09-21
"3284f1fd-4617-438d-b105-d504a759bcb0",Dr. Melissa Cantu,barbaraserrano@example.org,Standard,2023-01-08
"463fab21-34b6-4c95-8200-83b418b84b43",Matthew Nash,vancecarol@example.org,Premium,2025-05-21
"0a734c84-596e-43ac-aea6-01c9696b8a7e",Jackie Hooper,franciscoramirez@example.net,Standard,2024-10-18
fb6b145f-0d6b-45bb-81ee-80d94eb4df0c,Eric Perez,robertsonjoseph@example.com,Standard,2024-08-28
"88f62af2-d35f-49dc-99f5-1b30a4ae6ecb",Stacy Carter,pwhite@example.org,Premium,2024-10-21
"6f244ae5-665e-4ba4-8d43-8ea0be877538",Samantha Payne,jasonsmith@example.org,Premium,2025-10-07
"0b79d901-5eb3-4be3-b414-54ce968cabac",Nicole Williamson,emily67@example.org,Standard,2024-12-16
"7df569f1-c73e-438e-a404-4a34c7afe14f",Ricardo Baxter,cbrown@example.com,Basic,2023-10-09
"4c44dcd2-c93b-4a52-ae89-9de9e8816af3",Nicole Foster,msmith@example.com,Basic,2022-07-28
"006fee4b-b94e-43ab-a2c5-507e76d92227",Shari Garcia,crystal78@example.com,Basic,2021-10-25
"6868793c-ca9d-4404-8ebe-30fee8e583ec",John Edwards,valerieballard@example.com,Basic,2022-11-10
"3f630bcd-6a23-464b-b51e-7878a1fecc2f",Allen Clark,jasonparsons@example.org,Basic,2022-04-02
"9aedeb0e-3372-42aa-9cf3-0369d2bf9efb",Dr. Scott Evans,melanietaylor@example.com,Standard,2023-11-20
"9752a993-5668-4f55-a36d-c22525ae0b07",Ashley Smith,wilcoxkim@example.com,Standard,2025-05-22
"249b71fe-1bc4-465d-826f-d3c9d855d01b",Pam Thomas,smitchell@example.org,Basic,2021-10-15
"727b1300-4ea7-42e0-99df-595b49ba231f",Donald Smith,kyle82@example.net,Standard,2021-10-24
"35628f8b-e731-40c5-ac98-e4e603511c85",Mark James,cynthia63@example.net,Standard,2022-03-08
"10ac6785-9b16-411d-bd62-cc604f0f2ca0",Brian Perez,jamie49@example.org,Standard,2025-03-02
"38c0a4f6-7bf8-48dc-8cd3-1f2d5b140c6b",Aaron Smith,halltimothy@example.org,Basic,2025-09-22
fcbb49a2-f5f5-454b-a97d-8682adb2915c,Lori Morris,dowens@example.org,Premium,2022-06-30
"19507e3d-1592-4557-b259-7d433332d787",Erica Barrett,briana58@example.net,Standard,2022-02-21
"037b4d0d-d282-4ab4-a53a-eedc6d214460",Kim Ramos,stephencross@example.com,Basic,2025-01-04
"3eb2e401-e473-46ed-92b4-41257d06ac60",Diane Rodriguez,katherinefisher@example.com,Basic,2025-05-26
eb36b8fe-ab88-4c5a-85a5-e1184246d568,Dr. Eric Logan,gonzalezteresa@example.net,Basic,2021-08-01
"020b3034-c47f-4a3c-9a93-9b2e58257d66",Jessica Taylor,jonesmichael@example.net,Basic,2023-08-09
ca0f498d-8618-4c53-a592-36463861b0d2,Nicole Mitchell,vcunningham@example.org,Basic,2024-10-27
"8f2cc4e4-07dd-4240-b4ea-7c4d6f716774",Kevin Smith,brianshannon@example.net,Premium,2026-02-23
d100d3cc-9823-4f3a-a602-b2c72c3bc471,Brian Hoffman,ericajones@example.net,Premium,2021-08-09
fc2a2cf4-b94f-4850-a0d0-800c99236c8a,Robert Turner,phillipgriffith@example.org,Basic,2022-06-14
"54e80f35-eb8d-408f-bac6-9ad5b4246c80",Glenn House,hsmith@example.com,Premium,2023-01-11
b61349a5-4bb5-458e-bd4c-fc4677ee76a8,Renee Savage,linda96@example.com,Basic,2024-03-03
"38f76a21-5b70-4d8d-a76a-9cc54d6b1d00",James Meza,jamesbell@example.com,Premium,2026-02-15
ae7d95a6-6d0a-4529-87cf-54e2c9fa94f3,Tyler Williams,lbrown@example.net,Basic,2022-09-09
b68a4b9f-82de-4ceb-806f-53d609dfa771,James Jones,foleydaniel@example.org,Standard,2025-07-20
bd13b966-6e45-45d4-b8ff-5937571c9ec1,Andrew Garrison,clarkkelly@example.org,Standard,2024-03-14
"7683aefb-d7b4-413c-a4da-b8eed53313cb",Joan Stevens,matthew35@example.com,Basic,2022-07-15
"5dde8707-0e39-4980-936a-3bdb4c6e18d1",Antonio Barnes,ewright@example.com,Premium,2025-12-15
f6f63df8-35e3-478f-b78c-6620dd3d6972,Tamara Castillo DDS,xwilkins@example.net,Basic,2026-04-10
edcedc8b-c1aa-431a-8e20-2b16031ad861,Richard Daniels,lisa02@example.net,Basic,2021-07-23
"5a4c1001-0974-48cd-bffc-c5f5c905b207",Dana Archer,jennifer18@example.net,Basic,2022-12-07
"55b24731-e9a5-4aed-a6bf-b5375041d08d",Paula Simon,kayla33@example.net,Basic,2023-02-13
"50268a54-87df-402b-880b-ec66e682726b",Henry Robertson,johnsonjonathan@example.net,Basic,2026-06-09
bfae1ae3-2f19-4103-b061-d794640ed105,Christina Wade,smithjohn@example.org,Premium,2022-02-07
"83cb9fcc-7557-4c1c-8d75-0a2ace2c846a",Jennifer Parker,reidtravis@example.com,Standard,2025-05-23
"82646dbc-a451-46a9-8d23-5166d8c05255",Alyssa Brown,diazlaura@example.net,Premium,2023-12-21
"46b6468a-51c7-4691-96f7-1ab3fdac908f",Tina Bailey,tammy32@example.com,Premium,2026-02-08
"29955fdb-02b2-4c51-a16e-1b603890ee70",Douglas Jefferson,khannathaniel@example.com,Standard,2026-02-06
beb36879-01f7-43e2-8d96-44727d3712e8,Jessica Perez,lbrown@example.com,Standard,2023-12-27
"69fa22ff-26bd-4743-962f-8f71303cd744",Todd Patterson,piercepatricia@example.net,Basic,2026-04-10
ee93ea9e-3630-438d-ab0c-f9af2884132a,Spencer Jackson,bradfordjames@example.net,Standard,2023-10-03
"9bdab2c0-afb6-4f1f-8e01-7e599c004855",Lynn Bishop,brownandrew@example.net,Standard,2022-06-13
"31a1ee37-6460-4656-9321-f1bface03217",Amanda Jones,tbrady@example.net,Premium,2024-10-16
b9a10697-c85f-4f50-bb6a-fae2f8ea7c2a,Jacob Black,carlosmorris@example.net,Standard,2023-02-18
abd1de98-6796-4c2a-a860-581701c9bf75,Julia Huerta,bradsnyder@example.com,Basic,2021-08-31
"6fa0a60b-4800-48e9-8e05-09246840ed0f",Jeffrey Daniels,michelle60@example.com,Standard,2024-01-15
"70065552-a533-4455-805d-667af43295a9",Emily Jones,lindseyreyes@example.org,Standard,2023-05-11
a136c028-7dd9-437d-a82b-8d6419656d50,Kimberly Brown,ggates@example.net,Standard,2024-11-09
"9ac6745d-6207-46e9-90a1-6e7dbd5b75e8",Katherine Bowman,james75@example.com,Basic,2026-02-05
"2e9d0237-0832-4f56-be33-e0d6961f235e",Jennifer Diaz MD,ltaylor@example.com,Standard,2022-08-09
"57f6b362-3423-4d06-9663-b04572429624",David Figueroa,jordansamantha@example.org,Premium,2024-05-27
"353ca19c-1033-4ace-81c7-d2638b92cd2f",Erin Acevedo,xfaulkner@example.net,Premium,2023-06-29
e9a2007a-de97-435c-8236-842b32140537,Connie Hamilton,wilsonjennifer@example.net,Standard,2025-05-12
d10af2c9-8761-47dd-ad4e-1f315b3b9514,Christina Powers,hughesjessica@example.net,Standard,2022-02-24
c0dcfe02-326f-4f0f-a52b-76b306ba5898,Gloria Payne,linda37@example.net,Basic,2024-04-03
b0236d49-20d3-4ce0-8d8f-6c13efe8f64c,Monica Reyes,simpsonangela@example.org,Basic,2026-04-06
e27012f0-563d-4fc4-a5db-5b088d40f769,Emily Davis,hernandezalyssa@example.com,Standard,2024-11-06
"95df8c26-0e1c-4239-87f0-e78d5d72464b",Geoffrey Huang DVM,jesus77@example.org,Standard,2021-07-21
"7277bec4-a67a-466e-b5b8-0d34fb7633e3",Susan Grant MD,mayoruben@example.org,Premium,2022-06-02
"8733f4d8-9eb9-4769-8789-3964bdd865a6",Shane Harvey,oball@example.org,Standard,2022-05-26
da017cd8-7a5b-43fe-83d0-304aede1f3bc,Maria Moon,alexander38@example.net,Premium,2023-04-18
"0b4d4703-4507-4eb3-9e25-7b95e6ac5fc9",Jean Miller,kirbydiane@example.com,Standard,2022-10-26
fe2173c7-b8eb-4721-9fd7-f4ac46578a44,Kimberly Mills,nicolebrown@example.com,Premium,2023-09-23
